given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,cluster_id
isabekla,hendricks,6.0,colborne place,dog rock shoppi ng centre,north rde,2900,nsw,19770129.0,9899655,68963,78
madison,white,18.0,enright crescent,mystra,invemay,3081,wa,19071011.0,9715765,1979,1598
michaela,scrimgeour,6.0,bootle place,lillydale,mount stuart,3931,qld,19190908.0,7520570,68596,1599
samuel,stephenson,148.0,hirschfeld crescent,bandicoot ridge,north ryde,4426,vic,19970715.0,8717077,6642,1600
jessica,braithwaite,76.0,alroy circuit,killuke,kogarah,2766,qld,19730805.0,4116919,13530,1601
olivia,artis,12.0,marcusclarke street,lakeroad,mill park,3173,nsw,19190302.0,2211444,70844,588
oliver,vassiliotis,39.0,mortimer le wis drive,hattah-k ulkyne,leongatha,5022,nsw,19910804.0,4669127,43600,1360
amelia,hillary,4.0,mackellar crescent,burnside,ashfield,2034,qld,19970102.0,2137478,45595,342
weller,ebony,23.0,allunga,woollum street,surrey hills,2870,qld,19700106.0,2182752,86915,1602
jordan,green,21.0,gamburra street,john flynn me dical centre,bomaderry,6055,nsw,,3646581,18809,1603
matthew,mason,,willoughby crescent,spq cajp,avalon,6171,qld,,2444851,7541,1604
julis,gascoigne,43.0,langdon avenue,clarkwood,bunbury,5163,nsw,19090104.0,4002060,32207,1240
charlotte,wasley,53.0,eyre street,milm illand,cronulla,2546,wa,19931004.0,3205989,18523,230
marcus,wardle,50.0,gilmore crescent,brightling park,edithvale,3104,sa,19991212.0,6017101,66428,1559
joel,vassiliotis,39.0,mortimer leqis drive,hattah-kulkyne,taree,5022,nsw,19910804.0,4669127,56988,1360
danny,petersen,12.0,owen dixon drive,rawdon hill,minto,3029,wa,19441022.0,6090944,54039,796
westbrook,stephanie,13.0,badimara street,kindlian,mount pleasant,2010,act,19520107.0,7788330,52100,913
benjamni,camens,7.0,upacottsges,harrison street,lindfield,4505,qld,19750706.0,3523836,39345,1404
bradley,clarke,40.0,sharwood crescent,lynd hurat,ringwood,3959,wa,19510302.0,8586164,83781,162
jordan,gold,18.0,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117.0,1139906,32239,1410
roy,royle,7.0,endeavourestreet,lake kennedy street,cowell,2584,nsw,19361021.0,3753041,70559,330
elizabeth,brookouse,3.0,timd ooin,goodparla dtreet,highett,2170,nsw,19101115.0,6804612,88214,1605
caleb,lund,,dookie street,yarrabie,harristown,3218,nsw,19340220.0,3084413,60476,1165
hannah,egan,26.0,glennaare,kiewa street,granville,2035,vic,19190603.0,1427616,65088,1241
,rundle,5.0,beaumont close,tyrone hills,coonabarabran,4020,vic,19640105.0,8384590,50234,643
jayde,chandler,26.0,whittell crescent,villa 3,wynnum west,4680,nsw,19370929.0,4988696,83758,1606
jaden,librandi,64.0,hale place,tarogna,nightclirf,3193,nsw,19331205.0,3528865,50430,1607
annabella,burman,2.0,newman morris circuit,c/-the student village,alice springs,6076,nsw,19670610.0,5756038,826,1608
kirrah,gillard,2.0,pasley place,mermaid plaza dental centre (cnr gold co,biggera waters,4852,vic,19140212.0,6828869,1802,1609
gianni,dooley,38.0,ashburton circuit,brentwood vlge,ryed,6025,qld,19371212.0,5854405,53357,535
magnus,boyle,25.0,bindiri place,naringal orchard,raceivew,2036,qld,19540417.0,1684612,39520,1610
olivia,artis,12.0,marcus clarke street,lake voad,mill park,3173,nsw,19190302.0,2211444,7390,588
erin,blaschke,196.0,napthali close,gleneagle,chelsea heights,6126,nsw,19811127.0,3326156,64378,325
teikeah,louca,29.0,blackwell circuit,,coolum beach,2800,qld,,2930517,32104,1367
james,noack,32.0,kidman close,grand central shopping centre,wangi wangi,2256,nsw,19191001.0,8687538,70170,1611
aaron,hemxmings,44.0,henry street,oakey isle walis lke off,pooraka,3168,qld,19050907.0,6432157,13135,978
noah,harbottle,1.0,mainwaring rivch circuit,uralgurral,belmont,5098,qld,19930324.0,2785166,35143,1409
stephanie,spong,14.0,kenyon courcuit,waverl ey lodge,normanhurst,3182,nsw,19430901.0,6128280,4551,1612
erin,vincent,11.0,blamey crescent,gleneira,marsden,3187,vic,19300117.0,1813723,52350,1613
,egan,4.0,burra place,nedlyn,raymond terrace,2096,nsw,19680823.0,7711314,12908,1614
naomi,milfra,7.0,glengar,southern cross drive,st agnes,5172,qld,19750818.0,7751504,19892,1615
joshua,,90.0,david street,,long jetty,6637,nsw,19410614.0,7166687,99293,217
melinda,sherfn,9.0,conley drive,,macmasters beach,3226,vic,19511104.0,9615557,96167,275
abbey,campbell,81.0,adair stfeet,arcadia,wantirna,6051,sa,19211108.0,1327917,6785,1472
noah,homann,30.0,cowper street,,toorak,3556,vic,19940914.0,4356988,63654,1102
adeld,bullock,609.0,shepherdsron place,rosedale,rose bay,2170,vkc,19071006.0,1839802,82161,769
rachel,byesr,17.0,hilder street,berorwa,palmerston,4740,nsw,19550530.0,6410415,48038,1022
jack,brock,,duhig place,,boyanup,2485,nsw,19800422.0,8460078,54302,223
amy,clarke,10.0,melba street,goods la junee street,port pirie,3564,vic,19940205.0,3641299,41733,1616
timothy,broadby,1.0,marengo place,lewin lodge,leonards hill,2770,qld,19670530.0,3863357,97580,1617
benjamin,ikeda,19.0,vasey crescent,gunderman park,hemmant,2032,qld,19610721.0,4212202,76802,1618
charlie,ebert,21.0,brewsterplace,summerdale emdical centre,frankwton,4570,vic,19711020.0,3939901,49840,47
samuel,ryan,512.0,hilder street,state bank arcade,elizabeth grove,2300,sa,19830613.0,5653742,84616,734
cooper,dandie,54.0,coates place,the mano garden,pakenham,6210,vic,19490201.0,7002450,59635,897
jade,dixon,202.0,leven street,francis chambers,toronto,3228,nsw,19250415.0,5898510,60461,289
braiden,goldsworthy,12.0,goyder street,willtarny,tumbarumba,2161,nsw,19501119.0,7570745,56231,1619
zoe,mcmullen,47.0,marshall street,tyrone hills,tarragindi,2036,vic,19841019.0,7089042,6783,1620
elli,mcgcarthy,35.0,druitt place,myalpa,penshurst,4551,nsw,19681114.0,7638218,32404,1089
,gillard,,matinavstreet,sun cit y resort,ascot park,4107,wa,19760203.0,9419843,72864,234
tess,baugh,82.0,kenyon circuit,oakbank,gorokan,2233,vic,19890105.0,3343845,41309,1621
luke,stuetz,24.0,sid barnes crescent,naygoondy,hyde park,4872,act,19350716.0,6767547,31065,1622
marcus,wardle,50.0,gilmore croscent,brightling park,editfhale,3104,sa,19991212.0,6017101,19516,1559
madison,dixon,37.0,sanford place,white lodge,ringwood,5047,sa,19220609.0,7161189,17162,1623
hunter,green,37.0,kingsmill atreet,john flynn medical centre,st ive,3084,nsw,19860813.0,9810237,5441,1624
marcus,dunstonze,,mcgowen close,paradise stud,toorak,4802,sa,19960531.0,8697439,69714,1625
zakariah,campbell,19.0,loder olace,eden park,rowville,3043,sa,19570115.0,4301812,17840,1626
troy,bevin,292.0,anstey street,east of eden,burleigh heads,3084,nsw,19980406.0,2038950,86662,1627
ebony,lavender,84.0,beaurepai re crescent,james milson rtermnt vlge,seven hills,6019,sa,19401126.0,5364330,84342,1628
rosie,rundle,50.0,sturt venue,talonmnae,bundaberg,2263,nt,19751109.0,9092692,38485,92
liam,hirota,23.0,oldfield circuit,mount beauty,pymble,3537,qld,19760630.0,9452756,50216,1629
ruben,senb,34.0,jim pike avenue,,yengarie,5540,qld,19510103.0,1604410,50714,1630
zoe,reid,2400.0,newman morris circuit,the lodge,dolls point,2550,nsw,19001031.0,8054503,42540,1046
mitchdll,richmond,38.0,wentworth house,fidge street,blair athol,6148,nsw,19110605.0,4392610,1177,1519
roisin,bishop,32.0,manning street,roseglen,mount colah,2076,vic,19481220.0,9469770,60486,263
nasyah,rawlings,15.0,andrew crescent,,bundaberg,3915,wa,19290727.0,1838569,63297,1230
rebecca,blyde,,torrens street,moorillyah,port augusta,3620,vic,19650621.0,8787550,96366,264
michaela,wilkins,11.0,florey drive,,greensbrough,6160,qld,19750325.0,6129953,95012,1631
fergus,harbottle,1.0,mainwaring rich circuit,uralgrural,belmont,5098,qld,19930324.0,1399936,63237,540
phillip,harrington,3.0,davitt close,mirinjani vlge mirinjani hostel,wangaratta,2209,vic,19610601.0,5960004,51993,1632
,campbdrll,21.0,loder place,eden park,rowville,3040,sa,19570115.0,4301812,92427,1068
riley,iacopetta,21.0,girdlestone circuit,,yackandandah,3779,qld,19660915.0,1021033,14430,1633
joselyn,nguyen,11.0,port arthur street,st john of god hospital,moranbah,3043,wa,,3134588,66784,1634
holly,berry,41.0,bates street,glendas,currimundi,4670,nsw,19860508.0,4314482,51925,1635
emiily,skeen,,belconnen way,location 6656,templars,2133,sa,19390814.0,4133934,58373,518
brydee,westernann,13.0,burkitt street,mlc centre,banks,3350,vic,19910126.0,1387695,95773,125
thomas,crook,10.0,arden place,kareela,bundaberg east,3073,nsw,19451003.0,6612364,17941,1636
thohrpe,liam,8.0,kianin n ycabins,paul coe drescent,penrith,2204,nsw,19911112.0,9435582,86068,1637
caleb,kiss,21.0,pialligo avenue,caranv park,dandenon g north,2530,vic,19310218.0,3431125,62950,665
alissa,roundhill,34.0,jackie howe crescent,carey park,iluka,3131,qld,19050319.0,9579886,23190,1638
samuel,lamotte,51.0,cunningham street,tesbury,wentworth falls,3793,nsw,19591111.0,5216844,75087,1639
james,mccarthy,121.0,tillyard drive,amherst village,,5268,qld,19350714.0,6283744,45269,502
nicholas,paterson,7.0,hawkesbury crescent,denny downs,naracoorte,3109,qld,19091222.0,3816862,82612,1640
sam,lowe,,lampard circuit,gumnut cottage,windaroo,6155,nsw,19140118.0,2710939,3673,1641
imoen,louca,29.0,blackwell ircuit,bindaree,coolum bdach,2800,qld,19180129.0,2930517,51359,1642
abbey,campbell,81.0,adair street,arcaida,wantirna,6501,sa,19211108.0,1327917,18752,1472
william,shepherd,17.0,horsley qcrescent,annesley,clayton,2203,qld,19920927.0,8560358,53559,751
gianni,matson,701.0,willis street,boonooloo,clifton,3101,vic,19410111.0,2540080,69965,1643
samantha,drechsler,52.0,mara place,tower b rockdale,rochedale south,4595,nsw,19330422.0,8882745,77465,739
jamie,matthews,8.0,rule street,inghams plant,craigmore,3687,nsw,19410506.0,3285602,71373,1644
lushia,bishop,8.0,damala street,st francis vlge,kia ora,6163,nsw,19431119.0,1153545,66202,1574
benjamin,purbel,12.0,leahy close,elizabeth resiedntial village,dover heights,2164,nsw,19240924.0,3302879,70429,1645
anta,hagw,40.0,togo place,caravn park,embleton,2300,nsw,19950203.0,1149839,3856,1646
callum,dooey,137.0,emery street,texas stuation,matraville,7021,sa,19760824.0,8675161,42273,780
alexandra,clqarle,184.0,sadlier street,yakatoon,frankston,2756,qld,19190129.0,3045502,43227,241
bailee,crouch,22.0,tompsitt court,rosetta village,wamberal,4405,wa,19220325.0,8635129,85578,509
brooke,ryan,46.0,karalt a park,hodgsoncrescent,sale,3055,nsw,19830207.0,6860717,18827,484
karli,millar,1.0,bonney street,st francsi vlge,preston,4814,vic,19738013.0,3731194,72639,546
jack,mcgurk,33.0,marrawah street,,frenchs forest,3462,nsw,19940814.0,7084883,23139,569
seamus,collinson,5.0,southwell street,,winthrop,3166,nsw,19820510.0,6923387,8923,1647
oliver,zomer,25.0,mcmillan crescent,halls of residence monash university,coffs harbour,7301,qld,19311218.0,7369494,58544,1648
isaac,morrison,89.0,coolacplace,esk f awm,seaton,2566,vic,19131203.0,2277933,38655,175
jsohua,villiers,273.0,goyder street,loughmore,adelaide,2484,vic,19730628.0,9653869,49698,694
isaac,gulliver,3.0,oakover circuit,frost mews,kings park,2299,wa,19830826.0,8710921,22966,1649
sebastian,petersen,1.0,chinner crescent,dorothy genders vlge,dapto,3016,wa,19290524.0,2315376,57113,1106
amelia,blake,1.0,halfrey curcuit,,mossy point,6126,sa,19880506.0,4642758,11418,1650
laurne,matson,28.0,castleton crescent,wyndbo urne park,centennial park,3205,,19430921.0,3198708,97928,1651
jack,campbell,169.0,marr svtreet,rhosesyn,oakkeigh,3536,vic,19770109.0,1485686,22413,1535
stephanie,lambden-stewart,61.0,burrinjuck crescent,the mall,ngunnawal,5171,vic,19981220.0,7218355,45239,1652
daniel,rodaro,1.0,livingston avenue,st francis room,mooroolbark,3977,qld,19830926.0,8979554,15782,1158
joshua,harrington,3.0,davitt close,mirinjani vlge mirinjani hostel,wangaractta,2209,vic,19610601.0,5960004,71879,1632
mitchell,boyle,10.0,crozier circuit,kinross street,spearwood,2640,sa,19860317.0,5796583,54702,510
joel,everett,9.0,franks place,spring ridge,beechboro,2125,vic,19320531.0,1845071,14364,1368
alexandra,grosvenor,8.0,anembo street,glenlee,frankston,4818,nsw,19930305.0,2128447,7733,191
marbleigh,clarke,63.0,hodgson crescent,hawkins msaonic vlge,northciffe,2444,vic,19301107.0,3693124,63614,1653
tara,grossmtn,1.0,greigs flat,denovan circuit,eastern hrights,2560,qld,19500910.0,2324149,5069,1654
nathan,kunki,1.0,bunduluk crescent,aremar,ashfield,3149,nsw,19100926.0,5880341,2658,913
adam,white,21.0,shumack street,rosewo od garden,loganlea,5072,nsw,19281217.0,7653958,55895,1655
charlotye,orchard,3.0,,,,4551,wa,19850330.0,3193560,53675,1656
mackwnzie,buzow,80.0,snowden place,nioka,greenhill,2152,nsw,19420118.0,2858815,64550,1657
demie,hirota,19.0,suttor street,namarva station,dulwich hill,4551,qld,19370501.0,2070669,32021,392
,abeywickrama,18.0,carnegie garden,derry zlodge,armdialg,2299,qld,19130224.0,6845689,93101,1658
brianna,brock,39.0,dethridge street,pioneer lodge,ivanhoe,2096,vic,19530929.0,4207662,79139,1659
madeleine,bibb,22.0,henty street,walea,nambour,4500,tas,19970902.0,9875423,64545,887
edward,boyes,15.0,sainsbury street,,spearwood,2773,nsw,,3358208,85940,1660
jasmine,royleu,46.0,minehan place,geregarow station,werrington,5162,nsw,19475027.0,8590831,63108,1592
david,mccracken,19.0,daley crescent,,mayfield,3629,nsw,19850917.0,9195151,65822,1661
charlee,hugelmann,8.0,martley circuit,eddington,mosman,4802,sa,19490921.0,6939061,65970,863
meliasa,redmond,11.0,alroy ircuit,braemorae,long jetty,4852,sa,19501114.0,7547575,83328,1567
cameron,,19.0,spofforth street,walkers o rchard,moree,2208,qld,19561117.0,6804360,37884,1662
caitlin,lowe,6.0,,longridge,balcatta,6062,sa,19551029.0,1321288,1087,1663
talia,silvetsrhino,74.0,finniss crescent,sec 478 hd paringa,mosman,2067,qld,19311020.0,8926703,86890,1664
holly,callado,29.0,goodchild street,hornsbie,plumpton,5012,qld,19330121.0,2585336,82403,1665
jack,campbell,169.0,marr street,rhosew yn,oakleigh,3356,vic,19770109.0,1485686,54386,1535
blake,herbert,14.0,spensley place,baptist retirement,whalan,3978,sa,19530521.0,6463138,28431,1666
anita,catherwood,5.0,nish place,talonmane,emerald,3073,nsw,19420708.0,7373271,1138,806
tynan,butt,31.0,canopus crescent,wollartukkee,munruben,3016,qld,19140629.0,5405181,37227,1667
nicholas,roxburgh,20.0,keverstone circuit,unt 7,port macquarie,7008,act,19431104.0,5140822,78382,1668
zafa,stanley,2.0,,koah kodge,surry hills,4132,nsw,19971117.0,1275004,3173,1669
brinley,white,21.0,boobialla street,sheep station,carlingford,2830,qld,19241214.0,2042443,86544,24
abbxy,toseland,55.0,haines street,hilldale,mosman,2877,sa,19100830.0,4439847,22215,860
charlie,primavera,6.0,dawes street,,dover geights,2533,nsw,19030214.0,3173638,5308,186
emerson,manson,1.0,goodparla street,munmurra park,moranbah,2094,wa,19890511.0,5082406,70668,1670
ashley,carxone,13.0,louis lode street,john flynn medical centre,blacktown,2430,vic,19260703.0,4111906,76071,827
james,orchard,3.0,carnallgclose,kooyong,ballina,3095,qld,19970331.0,7947155,45518,746
,matthews,40.0,longmore crescent,willonyx,ellen grove,3215,qld,19891127.0,4080846,11413,1671
matthew,mason,,willoughby crescent,spq camp,avalon,6171,qld,,2444851,18126,1604
william,furness,16.0,dexter street,strena rea,westmedows,4568,sa,19021005.0,6115098,14224,552
mia,thredgold,,summerland circuit,cornvale,highett,5110,vic,19980406.0,7484089,4583,1672
samuel,,446.0,warragamba avenue,alton hills,brunswick west,5086,qld,19120212.0,8866520,28862,297
ronan,phillpott,70.0,southwood retreat,tieve gara,lalor,2177,sa,19530921.0,6393449,55593,1566
benjamin,fitzpatrick,1447.0,bettington circuit,tranquility gdns,taree,2066,nsw,19891108.0,7405689,21533,1673
thomas,simmonds,9.0,lyall crescent,,enoggera,3163,nsw,19590127.0,2772828,37567,587
adele,bullock,609.0,shepherdson place,rosedale,rose bay,2170,vic,19071006.0,1839802,46534,769
callum,doody,137.0,emery street,texas station,matraville,7021,sa,19760824.0,8675161,37699,780
michael,paschaildis,1.0,de little circuit,nunkuri,osborne park,2380,vic,19930102.0,8507976,74424,1536
rachel,ryan,21.0,kriewaldt circuit,shiel,ermington,4504,vic,19140801.0,3676863,64782,1674
lily,nguyen,43.0,hirschfeld crescent,afflexian,milperra,2084,wa,19270126.0,3183110,93363,959
anthony,carbone,28.0,hugh mckay crescent,,mount pleasant,2617,nsw,19531030.0,8781631,36552,1675
lushia,reid,22.0,hovell street,moline village,revesby,3821,nsw,19780319.0,9766311,5573,1676
zarz,stanley,2.0,paul coe crescent,koah lodge,surry hills,4132,nsw,19971117.0,1275004,88626,1398
bianca,shepherd,22.0,newdegate street,burbong cottage,fairy hill,2069,qld,19060315.0,3375779,20213,1003
sarah,whitre,48.0,sadlier street,berkeleyv illage,punchbowl,2263,vic,19310728.0,9902353,6432,1677
sarah,gukulurruwuy,6.0,barrow p lace,elston,ryfde,3064,wa,19121206.0,9247927,64,1678
bradley,korbut,25.0,werriwa coescent,the old parsonage,calista,4205,wa,,7577439,34575,1679
micah,humphreys,2.0,windradyne street,enter boolwey s street,jacanz,3137,nsw,19381107.0,5990502,32282,1680
deakyn,newberry,18.0,wirangu place,,quambatook,3205,vic,19500421.0,4632560,92825,1681
samantha,nelsen,3.0,magenta square,billamein,vale park,3054,nsw,19170726.0,7365496,36188,1682
arki,white,35.0,griffiths street,berragoon,mount isa,2122,sa,19130405.0,5957560,82912,1683
todd,jolly,50.0,burkitt street,melima,bowral,4226,wa,19360831.0,8156002,60664,1368
tara,dixon,25.0,moogerah s treet,,fairlight,2428,qld,19200105.0,5335030,99283,1458
adriana,pinto,46.0,dryandra street,quandialla,brunswick west,5417,qld,19450702.0,1729257,73920,981
harriet,tailor,,gatton street,dinta,artarmon,4151,nsw,19590819.0,7024715,48499,1684
harley,mccarthy,177.0,pridham street,milton,marsden,3165,nsw,19080419.0,6089216,52361,2
brooklyn,rees,77.0,kingsmill street,willandra,cabramata,2035,vic,,9674605,40005,1220
adam,eveston,11.0,kirkland circuit,warrawong,,2192,act,19940623.0,7493662,12558,880
chloe,wasley,148.0,mclachlan crescent,merri banks,upper coomera,6148,qld,19630503.0,5068158,5557,1576
kelsy,charman,46.0,hobbs xtreet,cornucospia,tomakin,4820,vic,19940729.0,1026581,90059,1575
ashlie,hinksman,101.0,melrose drive,eden park,coombabah,2171,qld,19331111.0,8950763,61185,1147
lily,petersen,13.0,bissenberge r crescent,railway stn,melville,2250,,19020326.0,3851424,71521,176
matthews,hannah,19.0,,,,6210,nsw,19590205.0,1868981,94011,1685
zachary,hopd,64.0,costello circuit,up the vack,tongala,2280,nsw,19390217.0,2473890,21121,242
samuel,burnell,2.0,bennelong crescent,greta main,ivanhoe,5066,nsw,19170529.0,9639692,9201,280
isabella,runudle,8.0,fawkner street,emerald agrigultural college,pottsville,6154,nsw,,6097070,80769,134
daniel,noble,519.0,blakey close,farm cottage,bellevue hill,4035,vic,19090320.0,8724523,17893,1686
alissa,kerley,38.0,magrath crescent,homesite 3,mount torrens,4701,nsw,19620109.0,5187806,98972,1389
emiiluy,crokder,15.0,castleton rcescent,montrise,como,4214,nsw,19461118.0,9660063,62767,612
jessica,faull,10.0,paul coe crescent,gainsbury (cnr waldegrove r road,noble park,2844,sa,19780327.0,7914821,26313,1687
nacoyoa,whte,16.0,blake place,,young,3228,nsw,19260826.0,3012061,60802,1093
bea u,mccarthy,9.0,gudgenby close,ocean star villas,caiyns,3450,nsw,19070923.0,5234558,842,346
monique,cavanaugh,9.0,rodway sptreet,,cronulla,3130,wa,19560111.0,2181923,54837,1217
lauren,crea,18.0,cith walk,sit 9,athol park,3081,vic,19960613.0,1646449,75005,512
kazuki,whitea,5.0,ijong dtreet,john curtin hostel,carrum,3616,vic,19360920.0,4008186,2757,1688
mitchell,richmond,38.0,fidge street,wentworth house,blair athol,6148,nsw,19110605.0,4392610,77783,1519
amber,gogovcev,20.0,totterdell street,eden park,mosman,4034,sa,19851112.0,5208847,64645,1689
christian,walch,3.0,coombe street,warraview,plumpton,5008,nsw,19930222.0,1670806,9347,251
kane,sekaran,26.0,wilkins street,the rocks,coolaroo,2155,qld,19160915.0,7612329,85920,1690
hamish,gilles,157.0,godfrey street,cassadareen,cape paterson,2370,nsw,19180822.0,6415612,33180,992
fraser,bishop,57.0,canberra avenue,bindana downs,north haven,2614,nsw,19010417.0,9623266,65448,1691
max,white,47.0,bendigo street,mater professional centre,samford,3677,nsw,19940426.0,7687209,15658,1692
ruby,vown,65.0,fernyhough crescent,,lamington,3109,nsw,19820119.0,2911379,4134,1693
matthew,stanley,40.0,padbury street,rutland park,mill park,6163,nsw,19600430.0,8088932,15074,1694
zachary,clarke,16.0,,st john of god hospital,camita,2120,qld,19300102.0,1373543,11108,1695
brendan,elrick,13.0,leist street,tewantin plaza,wangaratta,3137,qld,19241230.0,7767407,37282,1696
bianca,shepherd,22.0,newdegate street,burbong ottage,fairy hill,2069,qld,19060315.0,3375779,83378,1003
jayden,matthews,28.0,pleasance place,wirreander,ashfield,3414,vic,19380415.0,4373341,17652,1697
bethany,schaedler,199.0,corroboree park,rosetta village,balwyn north,6043,vic,19410123.0,8801089,52304,1698
lachlan,manson,457.0,jim pike avenue,bendarra,lemon tree passage,3233,nsw,19680108.0,5276246,70518,1699
zachary,clarke,2.0,port jackson circuit,masonic memorial village,minchonbury,4470,sa,19731003.0,4301419,33856,698
campbell,cowden,2.0,pokana circuit,curtin house,st albans,2315,nsw,19790419.0,8190536,36450,1700
micuael,tylkowski,276.0,ashburton circuit,,st peters,2570,nsw,19290421.0,9384379,50348,1701
zachary,hope,64.0,costellozcircuit,foxlea,mosman,2280,nsw,19390217.0,2473890,20534,242
flynn,welqer,,woollum street,allunga,surrey hills,2804,qld,19700106.0,9438862,89396,1702
matthew,paine,7.0,mcintyre street,urunga,moulyinning,7000,nsw,19250117.0,6277575,16445,52
ern,donaldson,13.0,hawkesbury crescent,aralee,lewisgon,7018,,19810427.0,2955815,42400,1703
meagan,watkins-lyall,78.0,clancy street,,broken hill,4169,sa,19806817.0,5297907,76582,826
maddison,giordano,34.0,martley circuit,kiaora,ringwood,3429,qld,19621121.0,7118072,27318,240
hayley,white,,hallen close,chelsea house,orange,2176,sa,19810909.0,4247423,58825,255
thomas,alagich,9.0,,countyr club,toorak,3216,sa,,3790888,75066,1704
kazuki,white,5.0,ijong street,john curtin hostel,carrum,3616,vic,19360920.0,4008186,80683,1688
kaminskas,isabelle,19.0,isis cqlose,westholme,port augusta,2765,qld,19060622.0,9770315,69084,1705
harry,clarke,16.0,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,19971021.0,6391399,81392,135
sam,glass,250.0,warrego icrcuit,sec 202,frankston,6210,qld,19640219.0,6764035,6780,798
casey,tunstall,1.0,strahan row,villa 2,yagoona,3038,sa,19110402.0,3008766,86865,996
james,quimnzi,6.0,fawkner street,streanshalh,yasls,3142,tas,19860208.0,9289559,38223,786
ronan,anthomy,100.0,newman morris circuit,old lake shotel,chittering,2148,vic,19710321.0,5778625,63034,1577
thomas,meadows,13.0,bridgge place,,malvern aest,2794,wa,19840422.0,1641632,1470,1579
magnus,grubb,19.0,gurrang avenue,jalkaro,rye,5044,vic,19771206.0,1271018,9323,1706
alisha,white,300.0,dalgarno close,westport,burringbar,6107,vic,19660114.0,9639569,45486,1707
caleb,hage,34.0,mcdermott street,dallyn,johns river,4350,act,19110405.0,5267460,91486,975
eliza,mason,57.0,kennedy street,brentwood vlge,bundamba,4067,tas,19071124.0,3004030,14146,188
amy,flatman,655.0,campbell street,woodsong,north hobart,2016,vic,19540812.0,1679056,73818,1708
holly,shepherd,3.0,stillwell place,elston,albion park rail,6201,vic,19800323.0,4620818,60767,130
jessica,vincent,223.0,,lithgowvale,ascot vale,2209,nsw,19930511.0,8036304,85093,1709
ella,rawlings,1.0,garanga,shoalhaven avenue,bulimba,2481,vic,19031013.0,1872004,11136,1710
kiana,gillick,25.0,clive steele avenue,mandala gdns,lakemba,4021,nsw,19331116.0,6877470,68167,1711
dominic,flockhart,2.0,oxley steret,clear creek,nortngate,3000,wa,19890621.0,5173538,51384,148
jacob,bowerman,19.0,halford crescent,sutyton,nollamara,2431,qdl,19880821.0,6089424,47597,1712
lucy,green,38.0,manning street,,canley vale,2228,nsw,19411102.0,5041084,49336,1713
olivr,clarke,35.0,macumba place,ordviewaestate,sunshine,3150,nsw,19721201.0,3931949,37677,1518
lauren,blascgke,72.0,mccormcak street,marx hill street,bittern,4619,,19130618.0,7472975,3644,1714
keegan,wotton,38.0,magrath crescent,marshanti arabians,colac,6108,nsw,19700122.0,1663324,39307,1715
sameul,ryan,512.0,hilder street,state bank arcade,elizabeth grove,2300,sa,19830613.0,5653742,89360,734
travks,stubsb,42.0,scardon street,st john of g o hospital,raymond terrace,2516,nsw,19010228.0,5893718,51099,1716
madisono,mattyews,4.0,sugarloaf circuit,bonn ydoon,burpengary,2090,vic,19290710.0,1551052,96241,755
gillian,blake,131.0,charterisville avenue,whispering pines,avondale heights,2145,vic,19720122.0,1432771,61550,1717
oliver,haggett,37.0,aprt 504,dartnell street,holden hill,4858,nsw,19570530.0,2086061,30053,1356
lukas,hannagan,12.0,mundawarocircuit,nimmie,kaleen,2632,vic,19130118.0,8794152,26951,1292
wiliam,stubbs,36.0,lamabr,kingsmill street,canterbury,2206,wa,19340903.0,9667086,5417,1718
jessica,smallacombe,43.0,eve place,ellerslee,nunawading,5540,vic,19060713.0,6942191,40693,309
destynii,bowermn,21.0,halford crescent,sutton,nollamara,2413,qld,19880821.0,6089424,8607,1037
megan,purdon,8.0,lyndon street,hawkesbury natural health acupuncture ce,minchinbupry,2256,vic,19900130.0,1801047,16328,1494
danika,langer,16.0,bellinger circuit,gwandalan,frankston,4108,act,19900709.0,2332785,29246,1719
joshua,mayman,7.0,pike place,,moorooka,2830,vic,19801013.0,1937873,56786,455
lauren,paine,27.0,mcvey p lace,yambira,helidon,2463,qld,19440502.0,4517134,44434,190
joshua,felmingham,3.0,fullagar crescent,mariner views,evandale,2229,nsw,19810315.0,8249572,69375,245
mitchekl,waller,66.0,brewster place,osborne house,toowoomba,4740,sa,19371230.0,9707084,46025,530
timothy,broadby,1.0,mare ngo place,lewin lodge,leonards hill,2770,qld,19670530.0,3863457,48383,1617
lara,slave,11.0,lamington s treet,rodehill,albany creek,6020,wa,19010927.0,2204911,91491,30
hannah,clarke,19.0,anzac park,willandra village,currumbin valley,2454,nsw,19991107.0,4460293,24992,1720
bree,reid,3.0,gooromon po nds road,eldwick,rockb point,6155,nsw,19230129.0,8794990,94411,1447
sebatian,petersen,1.0,chinner cfescent,dorothy genders vlge,dapto,3015,wa,19290524.0,2310376,20987,1106
george,hope,76.0,kitchener street,,nanneella,6530,vic,19370305.0,9882299,12966,1578
abby,robson,20.0,anzac park,chanak,ettalong,3149,qld,19840131.0,7511641,39356,1721
stephanie,spong,14.0,kenyon circuit,waverley lodge,normanhurst,3182,nsw,19430901.0,6128280,66666,1612
emm,papp-horfvath,115.0,appel crescent,the lakes retirement village,allambie,2222,nsw,19620713.0,5409983,42841,431
